Id	DOI	PubDate	GitHub_link_raw	GitHub_link_clean	FullJournalName	Title	Phrase
36727489	10.1093/bioinformatics/btad071	2023-02-02	https://github.com/chaofen123/WMDS.net	https://github.com/chaofen123/WMDS.net	Bioinformatics (Oxford, England)	WMDS.net: a network control framework for identifying key players in transcriptome programs.	https://github.com/chaofen123/WMDS.net. Supplementary data are available at Bioinformatics online.
36726963	10.1016/j.isprsjprs.2022.11.013	2023-02-02	https://github.com/hw2hwei/BSCA	https://github.com/hw2hwei/BSCA	ISPRS journal of photogrammetry and remote sensing : official publication of the International Society for Photogrammetry and Remote Sensing (ISPRS)	Semi-supervised bidirectional alignment for Remote Sensing cross-domain scene classification.	Our code will be available at https://github.com/hw2hwei/BSCA.
36726731	10.1093/bioadv/vbac101	2023-02-02	https://github.com/EmanueleRaineri/cvlr	https://github.com/EmanueleRaineri/cvlr	Bioinformatics advances	cvlr: finding heterogeneously methylated genomic regions using ONT reads.	https://github.com/EmanueleRaineri/cvlr. simon.heath@cnag.crg.eu.
36726730	10.1093/bioadv/vbad002	2023-02-02	https://github.com/Pandaman-Ryan/AgentBind-brain	https://github.com/Pandaman-Ryan/AgentBind-brain	Bioinformatics advances	Deep learning predicts the impact of regulatory variants on cell-type-specific enhancers in the brain.	The data underlying this article, nucleotide-level importance scores, and code for running the deep learning pipeline are available at https://github.com/Pandaman-Ryan/AgentBind-brain. mgymrek@ucsd.edu.
36726729	10.1093/bioadv/vbac095	2023-02-02	https://github.com/microsoft/genomicsnotebook/tree/main/fhirgenomics	https://github.com/microsoft/genomicsnotebook/tree/main/fhirgenomics	Bioinformatics advances	A cloud-based pipeline for analysis of FHIR and long-read data.	https://github.com/microsoft/genomicsnotebook/tree/main/fhirgenomics. Supplementary data are available at <i>Bioinformatics Advances</i> online.
36724516	10.1021/acs.analchem.2c04360	2023-02-01	https://github.com/CMDM-Lab/MSIr	https://github.com/CMDM-Lab/MSIr	Analytical chemistry	MSIr: Automatic Registration Service for Mass Spectrometry Imaging and Histology.	w and https://github.com/CMDM-Lab/MSIr.
36723817	10.1007/978-1-0716-2962-8_13	2023-02-01	https://github.com/biocorecrg/MOP2	https://github.com/biocorecrg/MOP2	Methods in molecular biology (Clifton, N.J.)	Nanopore Direct RNA Sequencing Data Processing and Analysis Using MasterOfPores.	The MoP2 code is available at https://github.com/biocorecrg/MOP2 and is distributed under the MIT license.
36723813	10.1007/978-1-0716-2962-8_9	2023-02-01	https://github.com/dnonatar/Sequoia	https://github.com/dnonatar/Sequoia	Methods in molecular biology (Clifton, N.J.)	Sequoia: A Framework for Visual Analysis of RNA Modifications from Direct RNA Sequencing Data.	Sequoia is available at https://github.com/dnonatar/Sequoia .
36723805	10.1007/978-1-0716-2962-8_1	2023-02-01	https://github.com/hellosunking/Msuite	https://github.com/hellosunking/Msuite	Methods in molecular biology (Clifton, N.J.)	DNA Methylation Data Analysis Using Msuite.	The Msuite package and a testing dataset are freely available at https://github.com/hellosunking/Msuite.
36723605	10.1093/bib/bbad011	2023-02-01	https://github.com/Cuily-v/Colorectal_cancer	https://github.com/Cuily-v/Colorectal_cancer	Briefings in bioinformatics	Unsupervised construction of gene regulatory network based on single-cell multi-omics data of colorectal cancer.	The source code access are available at: https://github.com/Cuily-v/Colorectal_cancer.
36722733	10.1002/minf.202200135	2023-02-01	https://github.com/miladrayka/GB_Score	https://github.com/miladrayka/GB_Score	Molecular informatics	GB-score: Minimally designed machine learning scoring function based on distance-weighted interatomic contact features.	GB-Score's codes are freely available on the web at https://github.com/miladrayka/GB_Score.
36722204	10.1093/bioinformatics/btad020	2023-02-01	https://github.com/SR-Martin/metacortex,	https://github.com/SR-Martin/metacortex	Bioinformatics (Oxford, England)	Capturing variation in metagenomic assembly graphs with MetaCortex.	Source code is freely available to download from https://github.com/SR-Martin/metacortex, is implemented in C and supported on MacOS and Linux.
36721640	10.1007/s13755-022-00209-4	2023-02-01	https://github.com/McGregorWwww/MCA-UNet/	https://github.com/McGregorWwww/MCA-UNet/	Health information science and systems	MCA-UNet: multi-scale cross co-attentional U-Net for automatic medical image segmentation.	The source code of this work will be released via https://github.com/McGregorWwww/MCA-UNet/.
36721336	10.1093/bioinformatics/btad065	2023-02-01	https://github.com/Xabo-RB/Benchmarking_files	https://github.com/Xabo-RB/Benchmarking_files	Bioinformatics (Oxford, England)	Benchmarking tools for a priori identifiability analysis.	https://github.com/Xabo-RB/Benchmarking_files.
36721325	10.1093/bioinformatics/btad064	2023-02-01	https://github.com/krishnanlab/PyGenePlexus	https://github.com/krishnanlab/PyGenePlexus	Bioinformatics (Oxford, England)	PyGenePlexus: A Python package for gene discovery using network-based machine learning.	rg/project/geneplexus/ and https://github.com/krishnanlab/PyGenePlexus. Supplementary data are available at Bioinformatics online.
36720887	10.1038/s41467-023-35945-y	2023-01-31	https://github.com/dyxstat/ViralCC	https://github.com/dyxstat/ViralCC	Nature communications	ViralCC retrieves complete viral genomes and virus-host pairs from metagenomic Hi-C data.	ViralCC is an open-source pipeline available at https://github.com/dyxstat/ViralCC .
36719781	10.1021/acs.jcim.2c00943	2023-01-31	https://jun-csbio.github.io/TPSO-DBP/	https://jun-csbio.github.io/TPSO-DBP/	Journal of chemical information and modeling	Improving DNA-Binding Protein Prediction Using Three-Part Sequence-Order Feature Extraction and a Deep Neural Network Algorithm.	The standalone package and web server of TPSO-DBP are freely available at https://jun-csbio.github.io/TPSO-DBP/.
36717789	10.1186/s12859-023-05155-w	2023-01-30	https://github.com/dhiego22/gentle	https://github.com/dhiego22/gentle	BMC bioinformatics	GENTLE: a novel bioinformatics tool for generating features and building classifiers from T cell repertoire cancer data.	GENTLE is available on https://github.com/dhiego22/gentle and https://share.streamlit.io/dhiego22/gentle/main/gentle.
36717667	10.1038/s41598-023-28481-8	2023-01-30	https://github.com/momalab/octal-candet	https://github.com/momalab/octal-candet	Scientific reports	Privacy-preserving cancer type prediction with homomorphic encryption.	Our tool can be found at https://github.com/momalab/octal-candet .
36716685	10.1016/j.compbiomed.2023.106551	2023-01-30	https://github.com/zxg3017/Saliency-CCE	https://github.com/zxg3017/Saliency-CCE	Computers in biology and medicine	Saliency-CCE: Exploiting colour contextual extractor and saliency-based biomedical image segmentation.	Our code is available at https://github.com/zxg3017/Saliency-CCE.
36715986	10.1093/bib/bbac634	2023-01-30	https://github.com/Yue-Yuu/SCSMDA-master	https://github.com/Yue-Yuu/SCSMDA-master	Briefings in bioinformatics	Predicting microbe-drug associations with structure-enhanced contrastive learning and self-paced negative sampling strategy.	The source code is publicly available on GitHub https://github.com/Yue-Yuu/SCSMDA-master.
36715275	10.1093/bib/bbad021	2023-01-30	https://github.com/LRX2022/scDASFK	https://github.com/LRX2022/scDASFK	Briefings in bioinformatics	Denoising adaptive deep clustering with self-attention mechanism on single-cell sequencing data.	Our scDASFK model codes are freely available at https://github.com/LRX2022/scDASFK.
36715274	10.1093/bib/bbad026	2023-01-30	https://github.com/deepomicslab/SMURF	https://github.com/deepomicslab/SMURF	Briefings in bioinformatics	SMURF: embedding single-cell RNA-seq data with matrix factorization preserving self-consistency.	SMURF is available at https://github.com/deepomicslab/SMURF.
36715222	10.1093/bfgp/elac057	2023-01-30	https://github.com/HaoWuLab-Bioinformatics/iEnhancer-SKNN	https://github.com/HaoWuLab-Bioinformatics/iEnhancer-SKNN	Briefings in functional genomics	iEnhancer-SKNN: a stacking ensemble learning-based method for enhancer identification and classification using sequence information.	Source code and data can be downloaded from https://github.com/HaoWuLab-Bioinformatics/iEnhancer-SKNN.
36713887	10.1016/j.patcog.2022.109268	2023-01-30	https://github.com/rohdelab/mathematical, https://github.com/rohdelab/PyTransKit	https://github.com/rohdelab/mathematical, https://github.com/rohdelab/PyTransKit	Pattern recognition	Invariance encoding in sliced-Wasserstein space for image classification with limited training data.	Python code implementing our method is available at https://github.com/rohdelab/mathematical augmentation.
36713287	10.1093/bioadv/vbac091	2023-01-30	https://github.com/delehef/fusta	https://github.com/delehef/fusta	Bioinformatics advances	FUSTA: leveraging FUSE for manipulation of multiFASTA files at scale.	FUSTA is freely available under the CeCILL-C (LGPLv3-compatible) license at https://github.com/delehef/fusta. Supplementary data are available at <i>Bioinformatics Advances</i> online.
36713195	10.3389/fmicb.2022.1039687	2023-01-30	https://github.com/mkubiophysics/B-LacFamPred	https://github.com/mkubiophysics/B-LacFamPred	Frontiers in microbiology	β-LacFamPred: An online tool for prediction and classification of β-lactamase class, subclass, and family.	rg/mkumar/blacfampred and GitHub repository https://github.com/mkubiophysics/B-LacFamPred respectively.
36713026	10.1002/ima.22819	2023-01-30	https://github.com/malu108/LungInfectionSeg	https://github.com/malu108/LungInfectionSeg	International journal of imaging systems and technology	COVID-19 lung infection segmentation from chest CT images based on CAPA-ResUNet.	The code is available at https://github.com/malu108/LungInfectionSeg.
36712859	10.3389/fgene.2022.1076554	2023-01-30	https://github.com/malikyousef/miRdisNET	https://github.com/malikyousef/miRdisNET	Frontiers in genetics	miRdisNET: Discovering microRNA biomarkers that are associated with diseases utilizing biological knowledge-based machine learning.	The miRdisNET tool and other supplementary files are publicly available at: https://github.com/malikyousef/miRdisNET.
36712127	10.1101/2023.01.08.523172	2023-01-30	https://github.com/joshidhaivat/HQAlign.git	https://github.com/joshidhaivat/HQAlign.git	bioRxiv : the preprint server for biology	HQAlign: Aligning nanopore reads for SV detection using current-level modeling.	https://github.com/joshidhaivat/HQAlign.git.
36712109	10.1101/2023.01.18.524557	2023-01-30	https://github.com/marco-oliva/r-pfbwt	https://github.com/marco-oliva/r-pfbwt	bioRxiv : the preprint server for biology	Recursive Prefix-Free Parsing for Building Big BWTs.	Our implementation is open source and available at https://github.com/marco-oliva/r-pfbwt .
36712087	10.1101/2023.01.17.524475	2023-01-30	https://github.com/XiaoTaoWang/HiCLift	https://github.com/XiaoTaoWang/HiCLift	bioRxiv : the preprint server for biology	HiCLift: A fast and efficient tool for converting chromatin interaction data between genome assemblies.	HiCLift is publicly available at https://github.com/XiaoTaoWang/HiCLift .
36712073	10.1101/2023.01.18.524565	2023-01-30	https://github.com/Boyle-Lab/LRphase	https://github.com/Boyle-Lab/LRphase	bioRxiv : the preprint server for biology	LRphase: an efficient method for assigning haplotype identity to long reads.	LRphase is implemented in Python, and is freely available at https://github.com/Boyle-Lab/LRphase , under the MIT license.
36711750	10.1101/2023.01.08.523162	2023-01-30	https://github.com/raphael-group/paste2	https://github.com/raphael-group/paste2	bioRxiv : the preprint server for biology	PASTE2: Partial Alignment of Multi-slice Spatially Resolved Transcriptomics Data.	Software is available at https://github.com/raphael-group/paste2.
36711693	10.1101/2023.01.04.522774	2023-01-30	https://github.com/kentsisresearchgroup/ProteomeGenerator2	https://github.com/kentsisresearchgroup/ProteomeGenerator2	bioRxiv : the preprint server for biology	Integrative proteogenomics using ProteomeGenerator2.	PG2 can be integrated with current and emerging sequencing technologies, assemblers, variant callers, and mass spectral analysis algorithms, and is available open-source from https://github.com/kentsisresearchgroup/ProteomeGenerator2 .
36711640	10.1101/2023.01.03.522673	2023-01-30	https://github.com/zhanxw/Isoplexis_Data_Analysis	https://github.com/zhanxw/Isoplexis_Data_Analysis	bioRxiv : the preprint server for biology	IsoAnalytics: A Single-cell Proteomics Web Server.	Code for IsoAnalytics is free and available at: https://github.com/zhanxw/Isoplexis_Data_Analysis .
36711575	10.1101/2023.01.05.522921	2023-01-30	https://github.com/Adigorla/PACA	https://github.com/Adigorla/PACA	bioRxiv : the preprint server for biology	Phenotypic subtyping via contrastive learning.	PACA is available as an open source R package on GitHub: https://github.com/Adigorla/PACA.
36711569	10.1101/2023.01.05.522939	2023-01-30	https://github.com/hetio/xswap/	https://github.com/hetio/xswap/	bioRxiv : the preprint server for biology	The probability of edge existence due to node degree: a baseline for network-based predictions.	We released our methods as an open-source Python package ( https://github.com/hetio/xswap/ ).
36711528	10.1101/2023.01.05.522408	2023-01-30	https://github.com/raphael-group/constrained-Dollo	https://github.com/raphael-group/constrained-Dollo	bioRxiv : the preprint server for biology	ConDoR: Tumor phylogeny inference with a copy-number constrained mutation loss model.	Software is available at https://github.com/raphael-group/constrained-Dollo.
36711471	10.1101/2023.01.17.524477	2023-01-30	https://github.com/jianlin-cheng/TransFun	https://github.com/jianlin-cheng/TransFun	bioRxiv : the preprint server for biology	Combining protein sequences and structures with transformers and equivariant graph neural networks to predict protein function.	The source code of TransFun is available at https://github.com/jianlin-cheng/TransFun. chengji@missouri.edu.
36710930	10.3389/fnmol.2022.1037565	2023-01-30	https://github.com/linxi159/CDSlncR	https://github.com/linxi159/CDSlncR	Frontiers in molecular neuroscience	Inferring cell developmental stage-specific lncRNA regulation in the developing human neocortex with CDSlncR.	CDSlncR is available at https://github.com/linxi159/CDSlncR.
36710872	10.7717/peerj.14706	2023-01-30	https://github.com/ningzilan/SSWD	https://github.com/ningzilan/SSWD	PeerJ	A clustering method for small scRNA-seq data based on subspace and weighted distance.	SSWD can be downloaded at https://github.com/ningzilan/SSWD.
36709790	10.1016/j.ymeth.2023.01.006	2023-01-29	https://github.com/zhuyuan-cug/VGAE-LCME	https://github.com/zhuyuan-cug/VGAE-LCME	Methods (San Diego, Calif.)	Predicting latent lncRNA and cancer metastatic event associations via variational graph auto-encoder.	The source code and data are available at https://github.com/zhuyuan-cug/VGAE-LCME.
36709557	10.1016/j.cmpb.2023.107355	2023-01-29	https://github.com/cistib/vessel-aneurysm-segmentation	https://github.com/cistib/vessel-aneurysm-segmentation	Computer methods and programs in biomedicine	High-throughput 3DRA segmentation of brain vasculature and aneurysms using deep learning.	Code available at https://github.com/cistib/vessel-aneurysm-segmentation.
36709340	10.1038/s41598-023-28952-y	2023-01-28	https://github.com/dikshap11/DGAN	https://github.com/dikshap11/DGAN	Scientific reports	Improved downstream functional analysis of single-cell RNA-sequence data using DGAN.	DGAN is executed in Python and is accessible at https://github.com/dikshap11/DGAN .
36709266	10.1186/s12864-022-09034-1	2023-01-28	https://github.com/JunzheCai/GM-lncLoc	https://github.com/JunzheCai/GM-lncLoc	BMC genomics	GM-lncLoc: LncRNAs subcellular localization prediction based on graph neural network with meta-learning.	The datasets and source code are freely available at https://github.com/JunzheCai/GM-lncLoc .
36709261	10.1186/s12859-023-05151-0	2023-01-28	https://github.com/AnjanaSenanayake/DeepSelectNet	https://github.com/AnjanaSenanayake/DeepSelectNet	BMC bioinformatics	DeepSelectNet: deep neural network based selective sequencing for oxford nanopore sequencing.	The source code of DeepSelectNet is available at https://github.com/AnjanaSenanayake/DeepSelectNet .
36708251	10.1002/mp.16244	2023-01-28	https://github.com/lb-whu/RFL_ITA	https://github.com/lb-whu/RFL_ITA	Medical physics	Region-related Focal Loss for 3D Brain Tumor MRI segmentation.	Source code (in Tensorflow) is available at: https://github.com/lb-whu/RFL_ITA. The experiments are carried out on public data set: Brain Tumor Segmentation Challenge 2020(BratS2020).
36708013	10.1093/bioinformatics/btad063	2023-01-28	https://github.com/julstpierre/PenalizedGLMM	https://github.com/julstpierre/PenalizedGLMM	Bioinformatics (Oxford, England)	Efficient Penalized Generalized Linear Mixed Models for Variable Selection and Genetic Risk Prediction in High-Dimensional Data.	l is publicly available on github: https://github.com/julstpierre/PenalizedGLMM. Supplementary data are available at Bioinformatics online.
36708003	10.1093/bioinformatics/btad062	2023-01-28	https://github.com/schulzlab/STARE	https://github.com/schulzlab/STARE	Bioinformatics (Oxford, England)	The adapted Activity-By-Contact model for enhancer-gene assignment and its application to single-cell data.	The software is available at https://github.com/schulzlab/STARE. Supplementary data are available at Bioinformatics online.
36708000	10.1093/bioinformatics/btad056	2023-01-28	https://github.com/JU-HuaY/MFR	https://github.com/JU-HuaY/MFR	Bioinformatics (Oxford, England)	MFR-DTA: A Multi-Functional and Robust Model for Predicting Drug-Target Binding Affinity and Region.	https://github.com/JU-HuaY/MFR. Supplementary data are available at Bioinformatics online.
36707995	10.1093/bioinformatics/btad061	2023-01-28	https://gmwi-webtool.github.io/, https://github.com/danielchang2002/GMWI-webtool	https://gmwi-webtool.github.io/, https://github.com/danielchang2002/GMWI-webtool	Bioinformatics (Oxford, England)	GMWI-webtool: a user-friendly browser application for assessing health through metagenomic gut microbiome profiling.	GMWI-webtool is freely available here: https://gmwi-webtool.github.io/. Source code: https://github.com/danielchang2002/GMWI-webtool.
36707993	10.1093/bioinformatics/btad060	2023-01-28	https://github.com/lichen-lab/TIVAN-indel	https://github.com/lichen-lab/TIVAN-indel	Bioinformatics (Oxford, England)	TIVAN-indel: A computational framework for annotating and predicting noncoding regulatory small insertions and deletions.	https://github.com/lichen-lab/TIVAN-indel. Supplementary data are available at Bioinformatics online.
36707990	10.1093/bioinformatics/btad059	2023-01-28	https://github.com/LiangYu-Xidian/MDAGS	https://github.com/LiangYu-Xidian/MDAGS	Bioinformatics (Oxford, England)	Potent Antibiotic Design via Guided Search from Antibacterial Activity Evaluations.	Code of the model and datasets can be downloaded from GitHub (https://github.com/LiangYu-Xidian/MDAGS). Supplementary data are available at Bioinformatics online.
36707775	10.1186/s12859-023-05139-w	2023-01-28	https://github.com/lxwgcool/EigenDel	https://github.com/lxwgcool/EigenDel	BMC bioinformatics	Detecting genomic deletions from high-throughput sequence data with unsupervised learning.	EigenDel can be downloaded from https://github.com/lxwgcool/EigenDel .
36706568	10.1016/j.compbiomed.2023.106573	2023-01-27	https://github.com/SJTUBME-QianLab/Group-shrinkage-Spatial-Network	https://github.com/SJTUBME-QianLab/Group-shrinkage-Spatial-Network	Computers in biology and medicine	Group-shrinkage feature selection with a spatial network for mining DNA methylation data.	Our source codes will be released at https://github.com/SJTUBME-QianLab/Group-shrinkage-Spatial-Network once this manuscript is accepted for publication.
36705898	10.1007/978-1-0716-2768-6_4	2023-01-27	https://github.com/ofer-kimchi/LandscapeFold	https://github.com/ofer-kimchi/LandscapeFold	Methods in molecular biology (Clifton, N.J.)	Nucleic Acid Structure Prediction Including Pseudoknots Through Direct Enumeration of States: A User's Guide to the LandscapeFold Algorithm.	The code is available on the GitHub repository https://github.com/ofer-kimchi/LandscapeFold .
36704972	10.1002/jcc.27077	2023-01-27	https://procacci.github.io/vdssb_gromacs/NE-RDFE	https://procacci.github.io/vdssb_gromacs/NE-RDFE	Journal of computational chemistry	NE-RDFE: A protocol and toolkit for computing relative dissociation free energies with GROMACS between dissimilar molecules using bidirectional nonequilibrium dual topology schemes.	The article is supplemented by a detailed online tutorial, available at https://procacci.github.io/vdssb_gromacs/NE-RDFE and by a public Zenodo repository available at https://zenodo.org/record/6982932.
36704711	10.1093/bioadv/vbac044	2023-01-27	https://github.com/jennylsl/fast.adonis	https://github.com/jennylsl/fast.adonis	Bioinformatics advances	fast.adonis: a computationally efficient non-parametric multivariate analysis of microbiome data for large-scale studies.	donis</i> is implemented using R and is publicly available at https://github.com/jennylsl/fast.adonis. Supplementary data are available at <i>Bioinformatics Advances</i> online.
36703114	10.1186/s12859-022-05111-0	2023-01-26	https://github.com/munizmom/gdaphen	https://github.com/munizmom/gdaphen	BMC bioinformatics	Gdaphen, R pipeline to identify the most important qualitative and quantitative predictor variables from phenotypic data.	Gdaphen is open-source and freely available at https://github.com/munizmom/gdaphen , together with vignettes, documentation for the functions and examples to guide you in each own implementation.
36702988	10.1007/s10278-023-00782-4	2023-01-26	https://github.com/mi2rl/CheSS	https://github.com/mi2rl/CheSS	Journal of digital imaging	CheSS: Chest X-Ray Pre-trained Model via Self-supervised Contrastive Learning.	CheSS weight is available at https://github.com/mi2rl/CheSS .
36702456	10.1093/bioinformatics/btad058	2023-01-26	https://github.com/bmx8177/MS1Connect	https://github.com/bmx8177/MS1Connect	Bioinformatics (Oxford, England)	MS1Connect: a mass spectrometry run similarity measure.	The MS1Connect software will be made available upon acceptance at https://github.com/bmx8177/MS1Connect. Supplementary data are available at Bioinformatics online.
36702038	10.1016/j.media.2023.102747	2023-01-26	https://github.com/thetna/medical_image_segmentation	https://github.com/thetna/medical_image_segmentation	Medical image analysis	Histogram of Oriented Gradients meet deep learning: A novel multi-task deep network for 2D surgical image semantic segmentation.	Code and implementation details are available at:https://github.com/thetna/medical_image_segmentation.
36702036	10.1016/j.media.2023.102754	2023-01-26	https://github.com/199507284711/PD-GTSN	https://github.com/199507284711/PD-GTSN	Medical image analysis	Vision-based estimation of MDS-UPDRS scores for quantifying Parkinson's disease tremor severity.	The latest version of the code is available at https://github.com/199507284711/PD-GTSN.
36701967	10.1016/j.compbiomed.2023.106555	2023-01-26	https://github.com/zhongqiu1245/TwistNet	https://github.com/zhongqiu1245/TwistNet	Computers in biology and medicine	Twist-Net: A multi-modality transfer learning network with the hybrid bilateral encoder for hypopharyngeal cancer segmentation.	The code is available at: https://github.com/zhongqiu1245/TwistNet.
36699954	10.1109/memc.2022.9982572	2023-01-26			IEEE electromagnetic compatibility magazine	A Multi-Frequency 3D Printed Hand Phantom for Electromagnetic Measurements.	he 3D print files are available on GitHub.
36699950	10.3389/fnbot.2022.1081242	2023-01-26	https://github.com/ihuhuhu/RAC	https://github.com/ihuhuhu/RAC	Frontiers in neurorobotics	Realistic Actor-Critic: A framework for balance between value overestimation and underestimation.	All the source codes are available at https://github.com/ihuhuhu/RAC. This research not only provides valuable insights for research on the exploration-exploitation trade-off by studying the frequency of policies access to low-value states under different value confidence-bounds guidance, but also proposes a new unified framework that can be combined with current actor-critic methods to improve sample efficiency in the continuous control domain.
36699420	10.1093/bioadv/vbac020	2023-01-26	https://github.com/frankkramer-lab/RCX	https://github.com/frankkramer-lab/RCX	Bioinformatics advances	RCX-an R package adapting the Cytoscape Exchange format for biological networks.	rg/packages/RCX) and via GitHub (https://github.com/frankkramer-lab/RCX). Supplementary data are available at <i>Bioinformatics Advances</i> online.
36699418	10.1093/bioadv/vbac078	2023-01-26	https://github.com/fukunagatsu/LinAliFold-CentroidLinAliFold	https://github.com/fukunagatsu/LinAliFold-CentroidLinAliFold	Bioinformatics advances	LinAliFold and CentroidLinAliFold: fast RNA consensus secondary structure prediction for aligned sequences using beam search methods.	The source codes of LinAliFold and CentroidLinAliFold are freely available at https://github.com/fukunagatsu/LinAliFold-CentroidLinAliFold. Supplementary data are available at <i>Bioinformatics Advances</i> online.
36699415	10.1093/bioadv/vbac064	2023-01-26	https://github.com/bigomics/metaLINCS	https://github.com/bigomics/metaLINCS	Bioinformatics advances	metaLINCS: an R package for meta-level analysis of LINCS L1000 drug signatures using stratified connectivity mapping.	Source code and documentation are freely available on GitHub (https://github.com/bigomics/metaLINCS). Supplementary data are available at <i>Bioinformatics Advances</i> online.
36699414	10.1093/bioadv/vbac082	2023-01-26	https://github.com/anmabu/beeRapp	https://github.com/anmabu/beeRapp	Bioinformatics advances	beeRapp: an R shiny app for automated high-throughput explorative analysis of multivariate behavioral data.	The code and data underlying this article are available at https://github.com/anmabu/beeRapp.
36699413	10.1093/bioadv/vbac048	2023-01-26	https://github.com/sandhya212/Sparcle_for_spot_reassignments	https://github.com/sandhya212/Sparcle_for_spot_reassignments	Bioinformatics advances	Sparcle: assigning transcripts to cells in multiplexed images.	The code is available at: https://github.com/sandhya212/Sparcle_for_spot_reassignments. sandhya.prabhakaran@moffitt.org.
36699411	10.1093/bioadv/vbac043	2023-01-26	https://github.com/pchlenski/misdeed	https://github.com/pchlenski/misdeed	Bioinformatics advances	MiSDEED: a synthetic data engine for microbiome study power analysis and study design.	MiSDEED is written in Python and is freely available at https://github.com/pchlenski/misdeed.
36699410	10.1093/bioadv/vbac023	2023-01-26	https://github.com/kkyamada/bert-rbp	https://github.com/kkyamada/bert-rbp	Bioinformatics advances	Prediction of RNA-protein interactions using a nucleotide language model.	Python source codes are freely available at https://github.com/kkyamada/bert-rbp. The datasets underlying this article were derived from sources in the public domain: [RBPsuite (http://www.csbio.sjtu.edu.
36699406	10.1093/bioadv/vbac019	2023-01-26	https://github.com/Simon-Leonard/FlexDotPlot, https://github.com/Simon-Leonard/FlexDotPlot_paper	https://github.com/Simon-Leonard/FlexDotPlot, https://github.com/Simon-Leonard/FlexDotPlot_paper	Bioinformatics advances	FlexDotPlot: a universal and modular dot plot visualization tool for complex multifaceted data.	Source code and detailed manual are available on CRAN (stable version) and at https://github.com/Simon-Leonard/FlexDotPlot (development version).
